#Name,#tic_id,#Per,#Per_err,#Ecc,#Ecc_err,#T0,#T0_err,#a/R*,#a/R*_err,#Rp/R*,#Rp/R*_err,#Teff,#M/H,#logg,#RA,#DEC,#Nos_of_stars,#sum
Kepler-652 b,TIC 158660814,4.18200253,1.72E-06,,,2455005.789509,0.00032,,,0.02639,0.00032,5490,0.17,4.54,288.0080899,46.4736108,1,4
Kepler-654 b,TIC 272843763,13.72465129,5.006E-05,,,2455013.64638,0.00264,,,0.01683,0.00148,5865,0.04,4.36,297.0683931,46.8342497,1,4
Kepler-655 b,TIC 273044848,46.4063358,0.0001651,,,2455025.99547,0.00226,,,0.02001,0.00054,6170,0,4.31,297.2590664,46.843165,1,4
Kepler-656 b,TIC 158731243,1.26025909,6.6E-07,,,2455003.408854,0.000417,,,0.03531,4E-05,5281,-0.04,4.56,288.3278778,47.381538,1,4
Kepler-657 b,TIC 159643991,24.54350418,6.435E-05,,,2455020.91953,0.00212,,,0.03185,0.00066,5808,0.03,4.44,291.1973006,47.3077545,1,4
Kepler-658 b,TIC 164456041,1.28707676,1.19E-06,,,2455002.815442,0.000739,,,0.02549,0.00057,4103,-0.04,4.68,282.983621,47.5783897,1,4
Kepler-659 b,TIC 158489787,17.671796,5.558E-05,,,2455019.3686,0.00262,,,0.03061,0.00398,4870,0.02,4.6,287.6081777,47.5096893,1,6
Kepler-66 b,TIC 270790035,17.815815,7.5E-05,,,2454967.4854,0.0025,30.3,1,0.02646,0.00097,5962,-0.2,4.48,293.9815378,46.687728,1,4
Kepler-660 b,TIC 158662352,9.27358194,1.178E-05,,,2455006.258019,0.000997,,,0.03311,0.00065,4779,-0.07,4.61,288.1382985,47.7245642,1,6
Kepler-661 b,TIC 164557360,6.02930132,5.36E-06,,,2455004.60329,0.000702,,,0.04151,0.00056,4483,-0.05,4.64,283.7107463,47.8631748,1,6
Kepler-662 b,TIC 407002705,21.67697486,6.711E-05,,,2455004.5375,0.00245,,,0.02683,0.00103,4897,-0.03,4.6,290.4650801,47.9291252,1,4
Kepler-663 b,TIC 273681023,4.99678284,1.448E-05,,,2455004.74158,0.00223,,,0.02918,0.00114,5264,0.03,4.55,297.8082232,47.9466342,1,4
Kepler-664 b,TIC 299033092,2.52559332,3.67E-06,,,2455004.59513,0.0011,,,0.02369,0.00055,5754,0.07,4.43,288.7549029,48.226203,1,4
Kepler-665 b,TIC 27988995,16.01310205,4.308E-05,,,2455009.35963,0.00212,,,0.03169,0.00126,4913,-0.03,4.6,297.0255947,48.4785669,1,4
Kepler-666 b,TIC 267989336,4.49876092,1.769E-05,,,2455004.3511,0.00301,,,0.02088,0.00086,5887,0.01,4.41,298.4568899,48.7915925,1,4
Kepler-667 b,TIC 27530621,41.43962808,8.183E-05,,,2455041.93112,0.00161,,,0.05018,0.00014,5327,0.15,4.53,295.5549918,49.0172956,1,4
Kepler-668 b,TIC 350813835,8.35390639,1.695E-05,,,2455004.63264,0.00156,,,0.02974,0.00108,5352,-0.06,4.55,285.4992845,49.2772713,1,6
Kepler-669 b,TIC 26541079,4.12554687,3.1E-06,,,2455002.751997,0.000618,,,0.03699,0.00013,6038,0.14,4.34,291.9361615,49.2539473,1,4
Kepler-67 b,TIC 270855225,15.7259,0.00011,,,2454966.9855,0.0048,32.4,1.1,0.03451,0.0013,5331,-0.2,4.59,294.1533505,46.1663976,1,4
Kepler-670 b,TIC 27990610,2.81650485,1.5E-07,,,2455003.967687,4.4E-05,,,0.1217,8E-05,5709,0.07,4.44,297.0154644,49.2252988,1,4
Kepler-671 b,TIC 27084006,4.28095859,6.48E-06,,,2455004.89742,0.00121,,,0.02573,0.00048,5624,0.08,4.47,294.2657519,49.3140933,1,4
